points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
80,0.046,0.004,0.053,0.006,31.1886,0.0
7,0.04,0.02,0.047,0.024,9.227,5493.36
14,0.087,0.03,0.053,0.004,12.4482,5538.8493
21,0.058,0.009,0.059,0.011,11.2804,6074.8185
28,0.047,0.009,0.056,0.01,14.2132,5748.6558
35,0.054,0.007,0.061,0.017,14.3958,5632.631
