points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
80,0.364,0.145,0.379,0.049,25.64,0
7,0.403,0.046,0.354,0.041,8.156,2986.0286
14,0.329,0.074,0.351,0.051,8.185,2913.9539
21,0.317,0.078,0.303,0.077,10.422,3671.39
28,0.353,0.003,0.339,0.022,11.7914,2994.1925
35,0.364,0.001,0.362,0.019,11.8588,3289.1524
