points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
512,0.34,0.027,0.566,0.022,9397.2601,0
10,0.228,0.058,0.406,0.085,152.2562,5037.341
20,0.277,0.076,0.471,0.102,134.2081,4526.5069
30,0.312,0.052,0.526,0.064,124.2087,4466.5065
40,0.327,0.031,0.549,0.036,125.6994,5913.9011
50,0.337,0.022,0.56,0.021,126.7785,5011.591
