points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
577,0.143,0.026,0.203,0.028,0.1542,0
10,0.239,0.051,0.269,0.061,0.4229,733.1778
20,0.209,0.01,0.266,0.022,0.4781,733.0839
30,0.179,0.005,0.234,0.006,1.0631,998.8613
40,0.107,0.004,0.167,0.004,0.9483,999.7089
50,0.153,0.005,0.207,0.006,1.0487,1195.106
