points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
448,0.435,0.049,0.525,0.062,0.14,0.0
9,0.283,0.094,0.289,0.086,0.373,686.7635
18,0.099,0.056,0.104,0.073,0.4664,711.5883
27,0.361,0.047,0.418,0.07,1.0586,1087.0041
36,0.362,0.042,0.419,0.055,1.0374,1082.4004
45,0.227,0.088,0.348,0.127,0.9872,1088.9972
