points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
234,-0.004,0.004,-0.004,0.003,51.2296,0.0
8,-0.005,0.001,-0.006,0.001,1.5601,718.7038
16,-0.003,0.003,-0.004,0.002,1.4787,796.0601
24,0.001,0.01,-0.001,0.008,1.5447,836.8261
32,-0.002,0.0,-0.002,0.0,1.2311,784.0463
40,-0.008,0.0,-0.006,0.0,1.65,1022.764
