points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
99,0.053,0.012,0.234,0.019,2.5704,0.0
7,0.014,0.019,0.153,0.048,5.2632,6793.7141
14,0.048,0.018,0.203,0.024,4.7616,6433.5357
21,0.053,0.008,0.193,0.018,5.002,7280.1795
28,0.053,0.006,0.219,0.012,5.2534,7566.4122
35,0.053,0.001,0.219,0.003,5.5619,7933.0568
