points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
256,0.057,0.008,0.138,0.015,8642.3976,0
9,0.143,0.042,0.264,0.071,108.7865,8849.8278
18,0.157,0.06,0.3,0.094,119.1901,9835.6823
27,0.182,0.085,0.324,0.13,140.5868,8779.5914
36,0.193,0.106,0.34,0.151,159.77,8320.1452
45,0.195,0.113,0.339,0.159,157.7075,9151.563
