points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
512,0.091,0.068,0.08,0.06,91.5288,0
10,0.046,0.025,0.04,0.024,0.4095,220.2651
20,0.043,0.017,0.041,0.015,0.4542,233.5024
30,0.064,0.012,0.057,0.01,0.745,344.7555
40,0.063,0.014,0.054,0.011,0.7082,327.522
50,0.095,0.02,0.082,0.018,0.7271,320.1155
