points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
65,0.166,0.089,0.123,0.075,63.4215,0.0
7,0.079,0.022,0.046,0.011,19.7527,6159.2705
14,0.049,0.016,0.032,0.01,24.5319,5183.6435
21,0.074,0.027,0.049,0.022,27.2606,5744.9382
28,0.074,0.03,0.048,0.024,24.5778,6308.7316
35,0.06,0.01,0.037,0.007,28.1835,6172.6508
