points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
251,0.144,0.02,0.222,0.033,420.2993,0
8,0.15,0.06,0.169,0.068,3.8042,1227.4814
16,0.106,0.039,0.137,0.049,5.0171,1281.1595
24,0.112,0.067,0.147,0.08,5.5234,1332.9568
32,0.142,0.047,0.2,0.051,6.5962,1410.8954
40,0.156,0.04,0.225,0.041,7.7772,2013.2599
