points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
176,0.266,0.017,0.487,0.009,809.6056,0
8,0.23,0.008,0.438,0.009,124.4496,5037.8974
16,0.228,0.018,0.426,0.027,126.2702,4411.0297
24,0.187,0.023,0.375,0.037,112.8425,6551.9585
32,0.211,0.029,0.401,0.044,110.5105,6094.6389
40,0.206,0.025,0.404,0.042,111.1287,5248.0618
