points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
900,0.03,0.02,0.038,0.029,0.1962,0.0
10,0.009,0.006,0.021,0.014,0.652,925.0803
20,0.016,0.009,0.026,0.012,1.3377,1004.2483
30,0.025,0.004,0.031,0.002,1.3469,1042.4829
40,0.03,0.002,0.04,0.003,1.8087,1235.3034
50,0.025,0.004,0.029,0.004,1.7045,1399.7155
