points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
350,0.337,0.042,0.412,0.047,0.1124
9,0.04,0.037,0.047,0.033,0.4815,599.0836
18,0.161,0.018,0.285,0.017,0.4732,568.687
27,0.252,0.006,0.332,0.004,0.3427,655.0704
36,0.253,0.001,0.313,0.001,0.791,635.2915
45,0.394,0.003,0.423,0.003,0.7605,717.7465
