points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
80,0.389,0.078,0.394,0.001,0.5423,0.0
7,0.375,0.034,0.353,0.065,1.7733,2940.4163
14,0.244,0.119,0.284,0.098,1.6402,3257.5589
21,0.334,0.112,0.301,0.102,1.6911,3290.6976
28,0.376,0.034,0.357,0.064,1.8927,3535.0437
35,0.406,0.005,0.389,0.011,1.9062,3279.1166
