points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
300,0.146,0.015,0.265,0.011,1.8562,0.0
9,0.114,0.043,0.213,0.07,3.8865,5478.4472
18,0.122,0.044,0.215,0.076,3.7846,5340.6013
27,0.135,0.039,0.234,0.065,3.921,5400.8764
36,0.141,0.031,0.253,0.044,6.3948,6246.6959
45,0.139,0.024,0.254,0.031,6.3149,6963.7094
