points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
300,0.101,0.008,0.221,0.012,1.7097,0
9,0.087,0.024,0.188,0.046,3.5736,5111.2049
18,0.087,0.028,0.191,0.06,3.6578,5084.2523
27,0.097,0.013,0.212,0.024,4.1343,5725.0176
36,0.104,0.003,0.228,0.007,6.3646,6535.4908
45,0.107,0.002,0.226,0.003,5.8062,6050.5745
