points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
427,0.161,0.012,0.227,0.018,1.2542,0.0
9,0.065,0.033,0.08,0.036,1.762,2449.0126
18,0.112,0.052,0.153,0.072,1.9475,2926.6445
27,0.126,0.048,0.17,0.063,3.753,3884.1281
36,0.145,0.016,0.2,0.02,4.3362,4864.9554
45,0.155,0.005,0.21,0.008,4.2524,5195.274
