points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
398,0.616,0.111,0.765,0.057,0.9078,0.0
9,0.471,0.186,0.59,0.21,2.3058,3442.7407
18,0.574,0.156,0.7,0.169,2.3592,3649.5541
27,0.641,0.025,0.771,0.02,4.6741,3691.3162
36,0.602,0.019,0.755,0.007,4.6137,4017.4946
45,0.621,0.034,0.768,0.018,5.7957,4117.6993
