points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
577,0.102,0.045,0.161,0.054,350.9868,0
10,0.26,0.052,0.28,0.056,2.0631,788.7231
20,0.104,0.031,0.139,0.043,2.3681,827.9575
30,0.106,0.023,0.139,0.036,2.9484,932.969
40,0.099,0.033,0.138,0.048,3.1929,906.7058
50,0.104,0.026,0.151,0.035,3.8324,1387.8954
