points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
80,0.011,0.0,0.01,0.0,2.8329,0.0
7,0.001,0.001,0.006,0.007,8.9644,17055.9806
14,0.015,0.005,0.004,0.002,9.6838,16942.7971
21,-0.001,0.003,0.002,0.001,9.5019,20428.0446
28,0.004,0.002,0.008,0.001,8.9,19199.8197
35,0.009,0.004,0.009,0.004,9.7566,19699.7084
