points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
512,0.003,0.003,0.001,0.001,0.1431,0
10,0.001,0.004,-0.002,0.002,0.3837,679.207
20,-0.002,0.002,-0.002,0.001,0.4126,745.7209
30,-0.006,0.003,-0.004,0.002,0.9531,972.4967
40,0.001,0.001,0.002,0.001,0.8267,899.5577
50,-0.006,0.0,-0.005,0.0,0.8988,1151.8897
