points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
131,0.461,0.04,0.627,0.018,681.3381,0
8,0.098,0.013,0.208,0.014,269.3737,13608.0459
16,0.183,0.069,0.314,0.108,282.8166,13121.4072
24,0.315,0.11,0.443,0.133,275.4644,13477.5762
32,0.339,0.09,0.484,0.115,278.2954,14574.5544
40,0.437,0.107,0.579,0.108,232.4711,15150.2001
