points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
11,0.102,0.087,0.122,0.096,54.5295,6285.5531
22,0.107,0.093,0.142,0.128,52.2527,7257.9254
33,0.119,0.122,0.157,0.163,58.9661,7877.8308
44,0.126,0.127,0.176,0.182,68.0803,6948.3712
55,0.128,0.115,0.179,0.168,76.1989,6949.1826
