points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
720,0.036,0.014,0.035,0.017,2362.5846,0.0
10,0.035,0.018,0.034,0.018,11.9073,2679.6291
20,0.018,0.013,0.028,0.013,17.1911,4044.3796
30,0.02,0.007,0.032,0.008,17.7576,3101.0913
40,0.022,0.002,0.035,0.005,20.7251,3173.5774
50,0.021,0.003,0.034,0.001,23.215,3298.5207
