points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
300,0.147,0.01,0.284,0.011,2.2231,0
9,0.095,0.047,0.187,0.081,3.4791,5173.9211
18,0.103,0.042,0.201,0.078,3.4589,5104.1117
27,0.128,0.041,0.242,0.074,4.1048,5043.7811
36,0.134,0.032,0.257,0.058,6.0098,6916.0824
45,0.141,0.012,0.27,0.023,6.0818,6137.7762
