points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
176,0.243,0.012,0.47,0.008,2.847,0
8,0.228,0.007,0.438,0.008,3.7563,5336.9591
16,0.223,0.015,0.422,0.023,4.025,5004.8922
24,0.181,0.02,0.368,0.033,3.4441,4487.0216
32,0.206,0.027,0.393,0.041,3.4245,5272.8106
40,0.207,0.026,0.408,0.044,6.5687,6630.0121
