points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
131,0.386,0.044,0.569,0.025,664.8297,0.0
8,0.115,0.02,0.238,0.024,240.1503,12608.3855
16,0.09,0.022,0.183,0.041,290.7309,16620.6729
24,0.081,0.02,0.169,0.053,260.677,14838.6956
32,0.071,0.029,0.162,0.065,221.6401,15059.1518
40,0.073,0.028,0.162,0.064,248.4443,15045.935
