points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
463,0.173,0.028,0.274,0.032,0.5997,0.0
9,0.176,0.034,0.274,0.038,0.9547,1406.5076
18,0.15,0.033,0.238,0.053,0.9395,1599.621
27,0.124,0.046,0.187,0.069,1.8634,1431.4166
36,0.163,0.056,0.24,0.077,1.9876,1601.1099
45,0.154,0.035,0.234,0.052,2.0881,1780.0912
